Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1950,910,1435,6,1,2007,128250,S,57
1965,912,925,5,2,2008,135000,L,43
2000,928,1823,6,2,2008,235000,L,8
1996,672,2037,8,2,2008,229000,L,12
1976,1029,1062,5,2,2007,146800,L,31
1953,1105,1647,6,1,2007,153000,S,54
2009,1226,1226,6,3,2010,198900,L,1
1950,864,864,5,2,2007,129000,L,57
1974,1389,1389,6,2,2006,170000,L,32
1945,370,670,4,0,2007,64000,S,62
1971,864,874,5,2,2006,97500,L,35
1963,741,2294,9,2,2007,202500,L,44
2008,1417,1428,6,2,2008,227680,L,0
1990,1312,1321,4,2,2007,212000,L,17
1952,0,944,4,2,2009,82000,L,57
1948,1027,1633,7,1,2010,129000,S,62
1941,576,1350,6,3,2008,152400,L,67
1910,796,1609,7,1,2008,127500,S,98
1974,1037,1037,5,2,2007,129000,L,33
1961,882,896,5,1,2010,105000,S,49
1990,1156,1717,7,2,2007,187500,L,17
1910,680,1360,6,1,2008,111000,S,98
1910,1242,1984,8,1,2008,160000,S,98
2006,1746,1746,7,3,2009,377500,L,3
1940,572,1196,6,2,2010,128000,L,70
2008,1451,1456,6,2,2009,248500,L,1
1955,864,864,5,2,2007,79275,L,52
1950,1078,1368,6,1,2009,120000,S,59
1991,1278,1294,6,2,2008,179200,L,17
1970,765,1365,7,2,2009,125000,L,39
2003,384,1394,7,2,2007,165500,L,4
1995,1401,1511,6,3,2008,225000,L,13
1926,884,904,4,1,2009,119000,S,83
1950,1200,1200,6,1,2009,129900,S,59
1950,0,1640,7,2,2006,131000,L,56
1987,1112,1137,5,2,2006,176000,L,19
1999,1666,1675,6,2,2008,195000,L,9
1976,793,1935,7,2,2007,197900,L,31
1975,713,1552,6,2,2006,179900,L,31
1979,0,1535,8,2,2009,118858,L,30
1959,0,882,5,1,2007,106500,S,48
1969,973,1082,6,2,2007,162500,L,38
2005,728,1456,8,2,2006,163990,L,1
1920,960,960,5,1,2007,108500,S,87
1971,858,872,5,4,2007,123000,L,36
1976,804,1548,7,2,2007,155000,L,31
1999,841,1675,7,2,2009,181000,L,10
1953,864,1154,6,1,2007,142000,S,54
1986,1277,1501,6,2,2008,241500,L,22
2008,1468,1468,6,3,2009,239900,L,1
1972,630,630,3,0,2010,75500,S,38
1901,969,1214,6,1,2007,117000,S,106
1993,1160,1169,6,2,2006,183500,L,13
2003,1518,1518,6,2,2008,274000,L,5
1967,912,941,6,1,2006,129200,S,39
2004,1833,1850,8,3,2006,326000,L,2
2006,1685,1685,5,3,2007,253000,L,1
1927,845,1296,6,2,2007,127500,L,80
2007,1314,1314,6,2,2009,207500,L,2
1951,660,1396,8,0,2006,115000,S,55
1950,663,1074,6,1,2010,144500,S,60
1999,1252,2365,8,3,2009,337000,L,10
1958,1444,2144,7,2,2007,277000,L,49
2007,1660,1660,7,3,2008,256000,L,1
2006,1460,1460,6,2,2008,247000,L,2
1915,1013,1526,6,0,2009,85000,S,94
1969,936,936,4,1,2008,111900,S,39
2005,856,1166,5,2,2008,190000,L,3
1997,616,1688,8,2,2008,200000,L,11
1963,1053,1053,6,2,2007,142100,L,44
1969,952,2112,9,2,2008,206900,L,39
1936,528,1040,5,2,2010,123900,L,74
1893,1237,2775,9,2,2008,325000,L,115
1968,1051,1051,6,2,2006,142000,L,38
1965,1039,1039,6,2,2010,131500,L,45
1930,984,984,6,1,2006,90000,S,76
1900,861,1367,7,1,2008,119000,S,108
1915,483,1427,7,1,2009,123000,S,94
1890,925,1544,7,0,2007,138000,S,117
2006,1850,2698,11,3,2006,535000,L,0
1959,864,864,5,1,2009,127500,S,50
2007,1800,1800,6,3,2008,370967,L,1
1938,1272,1969,9,2,2008,141000,L,70
2002,1409,1409,4,2,2007,245000,L,5
2002,1284,2169,7,2,2007,228500,L,5
1910,1214,2291,9,2,2007,133900,L,97
1923,1124,1068,5,1,2010,109500,S,87
1994,1165,2526,8,3,2006,290000,L,12
1938,1058,1551,6,1,2006,137000,S,68
1995,1099,1099,6,1,2008,144000,S,13
2007,955,1874,8,3,2008,297900,L,1
1956,1048,1728,7,2,2009,177625,L,53
2003,979,1932,7,2,2007,213000,L,4
1991,624,1274,6,2,2010,136000,L,19
1937,780,1375,6,1,2007,141000,S,70
1972,894,894,6,2,2009,123000,L,37
1923,968,968,5,2,2007,100000,L,84
2005,1074,2064,7,2,2006,250000,L,1
1999,384,1430,7,2,2009,168000,L,10
1920,1510,2792,8,2,2008,256000,L,88
1978,855,1441,7,2,2009,148500,L,31
1915,888,1962,9,2,2010,149500,L,95
1950,768,1328,6,1,2009,129500,S,59
2003,798,1640,6,2,2008,183000,L,5
1959,950,1225,6,0,2010,128950,S,51
1930,742,935,4,1,2008,79500,S,78
1954,1008,1008,4,1,2006,137000,S,52
1954,967,1299,6,2,2007,150000,L,53
1966,912,912,6,1,2007,129000,S,41
1977,716,1432,6,2,2007,157000,L,30
1910,616,1232,6,2,2007,114000,L,97
2004,1143,1143,5,2,2006,176400,L,2
2008,1498,1506,6,2,2008,264132,L,0
1921,876,964,5,2,2009,163500,L,88
1995,1587,1734,6,2,2009,239500,L,14
1957,1331,1721,8,2,2007,174850,L,50
1960,1080,1656,7,2,2010,215000,L,50
1915,698,1396,7,1,2007,153575,S,92
1970,2217,2217,8,2,2007,268000,L,37
1992,1105,2202,9,2,2007,263000,L,15
1915,663,1595,7,2,2006,155500,L,91
1939,732,1123,4,1,2007,100000,S,68
1995,754,1609,6,2,2008,182000,L,13
1920,972,1480,6,1,2009,119000,S,89
1976,855,1456,7,2,2009,148500,L,33
1958,1062,1352,6,1,2006,130000,S,48
1998,926,1604,7,2,2010,195500,L,12
2002,1569,1611,6,3,2009,250000,L,7
2007,738,1476,7,2,2007,179400,L,0
1999,1339,1358,5,2,2007,204000,L,8
1929,715,715,4,2,2006,68000,L,77
1977,876,907,5,1,2007,130000,S,30
2001,1267,1312,5,2,2007,180500,L,6
1979,1259,1353,5,2,2007,192350,L,28
1952,1632,1474,7,2,2008,115000,L,56
1988,1228,1228,5,2,2008,189000,L,20
1915,728,1456,7,1,2008,139500,S,93
1945,672,1668,8,1,2008,108000,S,63
2004,970,1709,7,2,2006,130000,L,2
1945,0,808,6,1,2008,81300,S,63
1996,1100,1100,5,2,2006,145000,L,10
1962,1140,1696,8,1,2007,143900,S,45
2006,1370,1370,6,2,2007,202500,L,1
2004,868,1630,7,2,2009,189500,L,5
2002,1065,1989,7,2,2006,255000,L,4
2004,1158,1158,5,0,2009,143500,S,5
1999,850,1764,7,2,2008,207000,L,9
1930,531,1098,5,1,2007,148500,S,77
2004,1052,2373,9,3,2006,258000,L,2
2000,794,1514,7,2,2009,190000,L,9
1942,976,976,5,1,2006,102000,S,64
1974,1116,1116,6,2,2009,167900,L,35
2009,1358,1358,6,2,2010,224000,L,1
2000,756,1573,5,2,2010,177500,L,10
1996,691,1553,6,2,2007,178750,L,11
1954,1089,1089,5,1,2009,125000,S,55
2005,600,1223,4,2,2006,147400,L,1
1960,1175,1175,6,2,2010,148000,L,50
1925,1151,1281,6,2,2007,128500,L,82
1968,976,976,4,2,2006,157500,L,38
1923,440,869,4,0,2006,85500,S,83
1948,864,1495,6,2,2009,135000,L,61
1929,862,1158,5,1,2008,120000,S,79
1993,886,1680,7,2,2008,163000,L,15
1965,864,1200,6,2,2006,146000,L,41
1975,969,969,5,2,2007,122000,L,32
1926,894,919,5,1,2008,126000,S,82
2007,1232,1232,6,2,2009,194500,L,2
1956,1188,1437,6,2,2006,168000,L,50
1929,832,854,5,2,2007,132000,L,78
1998,1220,2362,8,2,2007,312500,L,9
2006,851,1737,7,2,2006,203160,L,0
1958,1056,1056,6,1,2007,139000,S,49
2003,1082,2400,10,3,2009,290000,L,6
2008,1836,1836,8,2,2009,264500,L,1
1967,943,943,5,2,2007,134500,L,40
1960,1273,1273,5,1,2009,155000,S,49
1966,988,988,5,1,2007,129250,S,41
1918,912,1426,7,1,2007,189950,S,89
2004,1500,1500,6,2,2009,190000,L,5
1929,792,1517,7,2,2006,230000,L,77
1918,1163,1674,8,2,2008,185000,L,90
2006,1220,1364,6,2,2006,210250,L,0
1946,768,1200,6,1,2008,130500,S,62
2003,1129,2327,9,2,2008,240000,L,5
1992,624,1287,6,2,2009,130000,L,17
1962,1135,1207,6,1,2006,147000,S,44
1920,596,1192,6,1,2009,78000,S,89
2004,1080,1080,6,0,2008,141000,S,4
2003,1121,1121,5,2,2010,140000,L,7
1923,1022,1432,6,1,2009,149000,S,86
1949,720,1192,6,0,2006,135000,S,57
1966,864,1120,5,2,2009,148800,L,43
1955,768,1588,6,2,2008,150000,L,53
1968,948,948,6,1,2007,108000,S,39
1930,728,1162,6,1,2006,75000,S,76
1975,1040,1040,6,2,2008,124000,L,33
1938,190,886,4,1,2009,91300,S,71
1963,1059,1068,6,1,2006,154500,S,43
1925,952,1548,5,2,2009,205000,L,84
2006,1824,1824,8,3,2007,392000,L,1
2004,1780,1780,7,3,2006,378000,L,2
2005,547,1072,5,2,2006,145000,L,1
1996,821,1776,7,2,2006,202000,L,10
1970,483,987,5,1,2008,106000,S,38
1963,970,970,5,2,2007,132500,L,44
1997,1479,1494,6,2,2006,217000,L,9
2004,1580,2466,8,2,2007,340000,L,3
1998,1195,1839,7,2,2010,221000,L,12
1969,1288,1336,6,2,2009,163000,L,40
1988,929,1873,7,2,2007,207000,L,19
1958,858,858,4,0,2010,116500,S,52
2004,1114,1114,6,2,2008,159000,L,4
1940,680,1302,6,1,2007,165250,S,67
1970,630,1302,6,2,2007,106000,L,37
1998,952,1636,7,2,2009,191000,L,11
1958,1029,1339,6,1,2009,139000,S,51
2005,960,2318,8,2,2006,294323,L,1
2005,1131,1131,6,0,2006,132000,S,1
1953,1416,1644,7,2,2009,167000,L,56
2007,1246,1258,6,2,2007,173500,L,0
2004,839,1593,8,2,2008,193000,L,4
1946,747,1230,5,1,2006,121600,S,60
1999,951,1779,7,2,2006,217000,L,7
2004,1148,2332,9,3,2008,316000,L,4
1960,1100,1100,6,1,2008,141000,S,48
1977,660,1285,7,2,2007,143500,L,30
1957,2035,2515,9,2,2007,200624,L,50
1966,864,892,5,1,2008,110000,S,42
2002,1492,1492,6,2,2010,230000,L,8
1991,974,974,5,0,2007,93500,S,16
1935,520,754,5,0,2006,84500,S,71
2003,812,1653,6,2,2009,209000,L,6
2005,1149,2541,10,3,2007,349265,L,2
1963,1328,1328,6,2,2010,143000,L,47
1975,852,918,4,1,2007,148000,S,32
1948,720,1271,7,1,2008,135000,S,60
1949,832,1268,6,1,2009,133000,S,60
1968,894,894,5,2,2007,129000,L,39
2006,1686,1686,6,3,2006,332200,L,0
1922,796,796,5,0,2008,55000,S,86
1975,1056,1074,6,2,2006,153500,L,31
1920,936,936,5,0,2010,109500,S,90
1968,1040,1040,5,2,2007,145000,L,39
2004,1235,1245,5,2,2008,178000,L,4
2000,992,1865,7,3,2008,235000,L,8
1961,1249,1622,7,4,2007,168000,L,46
1959,0,1588,7,2,2008,134432,L,49
1940,728,1308,7,1,2009,160000,S,69
1977,1844,1844,7,2,2010,190000,L,33
1955,0,1733,8,2,2009,139600,L,54
1924,468,1142,6,1,2009,93000,S,85
2007,608,1396,6,2,2009,170000,L,2
2004,384,1374,6,2,2009,170000,L,5
1959,1063,1287,7,2,2010,162000,L,51
1900,1272,2200,9,0,2008,145900,S,108
2005,1714,1714,7,2,2006,318000,L,1
1934,585,1112,6,1,2009,63000,S,75
1977,980,980,6,2,2009,135000,L,32
1895,173,1361,6,1,2008,89000,S,113
1910,725,1772,7,2,2007,184900,L,97
1985,833,833,5,0,2009,112000,S,24
1952,0,733,4,2,2008,13100,L,56
2000,673,1382,6,2,2006,165000,L,6
2000,1168,2787,8,4,2009,269500,L,9
1980,516,1032,5,2,2008,116500,L,28
1969,1040,2080,9,2,2007,135000,L,38
2001,804,1961,7,2,2009,215000,L,8
1964,1130,1374,7,1,2007,147000,S,43
1930,768,790,4,1,2008,91000,S,78
1920,319,1406,6,0,2008,89500,S,88
1970,630,630,3,1,2009,80000,S,39
1955,1162,1163,6,1,2006,126175,S,51
1970,1304,1682,7,2,2008,174000,L,38
1952,1008,1008,4,1,2006,139500,S,54
1956,0,882,4,1,2008,97000,S,52
2002,1822,1828,7,2,2009,279500,L,7
1973,525,1092,6,1,2007,113500,S,34
1964,1005,1005,5,2,2007,115400,L,43
1920,1120,1130,5,2,2006,120000,L,86
1924,1107,1296,5,1,2010,104000,S,86
1958,1604,1604,8,2,2010,135000,L,52
1927,728,1642,9,1,2007,145000,S,80
1979,0,2228,8,2,2009,147983,L,30
2005,1573,1778,5,2,2006,375000,L,1
2003,847,1948,8,2,2007,211000,L,4
1969,938,988,4,2,2006,180000,L,37
2003,1896,1944,8,3,2006,360000,L,3
1926,572,1111,5,1,2008,116900,S,82
1992,3200,3228,10,2,2007,430000,L,15
1958,869,1093,5,1,2008,115500,S,50
1993,1604,1617,5,2,2008,193000,L,15
1960,1242,1242,6,1,2007,152000,S,47
1952,732,732,4,1,2009,118900,S,57
1972,1124,1610,8,2,2007,185000,L,35
1994,832,1657,6,2,2008,189000,L,14
1998,1225,2612,8,3,2009,336000,L,11
1925,901,1351,7,2,2007,122000,L,82
1925,432,672,4,0,2006,72000,S,81
1962,912,912,4,1,2008,144000,S,46
1966,1051,1051,6,1,2006,124400,S,40
1920,592,864,5,1,2008,65000,S,88
1974,896,1792,8,2,2008,133000,L,34
2004,1114,1114,6,2,2009,159000,L,5
2007,689,1392,5,2,2008,146000,L,1
2008,1573,1578,7,3,2009,287090,L,1
2006,1298,1828,7,3,2007,250000,L,1
1927,656,968,5,1,2007,64500,S,80
2005,1728,1960,8,3,2006,320000,L,1
1921,651,1298,8,1,2007,146500,S,86
2006,1258,1402,7,3,2007,194201,L,1
1993,1733,3500,11,3,2006,584500,L,13
1959,1678,1678,10,0,2009,119900,S,50
1973,945,945,5,1,2010,119500,S,37
1970,546,1092,5,1,2006,87550,S,36
1995,1070,2061,7,2,2009,260000,L,14
2008,1774,1808,7,3,2009,324000,L,1
1961,1208,1576,7,2,2009,174500,L,48
2005,2077,2097,8,3,2006,423000,L,1
1900,662,2337,10,2,2007,90000,L,107
1978,832,2050,8,2,2009,154000,L,31
2006,1732,1776,7,3,2007,283463,L,1
1962,1728,1728,10,0,2010,84900,S,48
1979,943,943,4,2,2006,135960,L,27
2003,848,848,4,2,2010,143750,L,7
2006,1330,1330,6,2,2007,167840,L,1
1972,1001,1641,5,2,2008,140000,L,36
2008,1696,1696,7,3,2009,275000,L,1
2006,1054,2389,10,3,2006,298236,L,0
1960,1065,1065,6,2,2007,126500,L,47
1939,989,2009,7,2,2008,150000,L,69
1950,976,1952,8,1,2007,212300,S,57
1966,1104,1988,9,2,2008,227000,L,42
2002,1568,1689,7,3,2008,271000,L,6
1920,939,1513,8,1,2007,137500,S,87
2000,1440,2153,8,3,2009,313000,L,9
2008,1722,2296,10,3,2009,451950,L,1
2004,789,1515,8,2,2008,179000,L,4
1990,930,2683,9,2,2008,290000,L,18
1974,1192,2167,9,2,2007,294000,L,33
1968,896,2142,8,1,2009,193500,S,41
1976,1012,1034,6,3,2010,169900,L,34
1948,570,1079,5,1,2008,125600,S,60
1936,896,1344,7,1,2006,115000,S,70
1964,1624,1582,7,2,2006,190000,L,42
1991,975,1755,7,2,2009,235000,L,18
1960,585,2069,9,2,2008,242000,L,48
1900,680,1174,6,2,2007,135000,L,107
1999,691,1452,6,2,2006,183900,L,7
1951,836,1220,6,2,2006,102000,L,55
1964,533,1775,8,2,2010,136300,L,46
1996,799,1661,6,2,2009,212000,L,13
2006,1976,1976,7,3,2007,440000,L,1
1956,832,1337,5,1,2010,108000,S,54
2006,1352,1352,5,2,2007,194000,L,1
1993,832,1710,7,2,2008,187000,L,15
1970,864,904,5,3,2008,144000,L,38
1976,960,1044,7,2,2007,133500,L,31
2001,1257,2161,8,2,2008,230500,L,7
1945,780,1340,6,1,2006,128000,S,61
2005,1734,1734,7,2,2006,260000,L,1
1990,1309,1339,6,2,2006,180000,L,16
2006,1656,1656,7,3,2007,249700,L,1
2004,1378,1378,6,2,2007,214000,L,3
1970,546,1092,5,0,2006,90500,S,36
1996,1236,2340,9,3,2008,306000,L,12
1920,458,835,5,1,2010,83000,S,90
1971,825,1670,7,2,2008,170000,L,37
1940,983,1750,7,1,2008,160000,S,68
1997,569,1694,6,1,2006,200000,S,9
1928,1042,1576,8,1,2006,149000,S,78
2005,1209,2253,8,2,2006,344133,L,1
1950,910,1521,6,1,2006,147500,S,56
1958,1240,1632,6,1,2009,139000,S,51
1994,1223,2127,5,2,2008,271000,L,14
1916,686,1928,10,0,2006,160000,S,90
1994,1556,1592,7,2,2007,228000,L,13
1977,1440,1440,8,0,2007,150000,S,30
1999,988,1873,7,2,2007,235500,L,8
1988,880,1680,5,2,2009,222000,L,21
1968,952,1211,5,1,2008,134000,S,40
1925,756,1060,6,1,2007,136500,S,82
2007,1704,1704,7,3,2010,306000,L,3
1996,2396,4476,10,3,2007,745000,L,11
1992,816,1730,6,2,2009,171500,L,17
2008,2020,2020,7,3,2009,404000,L,1
2009,2006,2020,9,3,2009,402861,L,0
2006,1790,1816,7,3,2007,356000,L,1
2005,1324,1324,6,2,2010,199500,L,5
1950,1202,2158,7,2,2007,243000,L,57
1955,768,768,4,1,2007,125000,S,52
2000,1673,1673,7,2,2007,270000,L,7
1956,1073,1073,5,1,2009,121500,S,53
1965,1024,1024,5,1,2006,120875,S,41
1948,409,1325,6,2,2007,216000,L,59
1972,723,1395,6,2,2009,162000,L,37
2004,1117,2452,9,3,2006,309000,L,2
1974,752,2067,7,2,2009,206000,L,35
1900,930,1566,7,1,2010,150000,S,110
2007,1363,1372,6,2,2008,212700,L,1
1916,660,1656,8,1,2009,135000,S,93
2007,1582,2152,7,2,2007,260116,L,0
1998,1502,1502,5,1,2007,330000,S,9
1994,392,1694,7,2,2007,160000,L,13
1976,528,1855,7,2,2007,187000,L,31
1930,520,912,5,1,2008,99500,S,78
1955,1057,1057,6,1,2006,137000,S,51
2005,1561,1561,6,2,2007,277500,L,2
2005,1922,1922,8,3,2007,377426,L,2
1998,930,1886,10,2,2006,199900,L,8
1978,1392,2784,12,2,2006,250000,L,28
1954,832,832,4,2,2008,105500,L,54
1954,1178,1293,5,2,2006,149900,L,52
1959,0,1472,5,2,2006,157500,L,47
1990,910,1442,6,2,2007,179900,L,17
1940,1032,2403,10,1,2010,244400,S,70
1941,984,1604,6,2,2009,117000,L,68
1965,0,1664,8,0,2010,100000,S,45
1996,916,1636,7,2,2008,173000,L,12
1979,1094,1229,6,2,2009,148325,L,30
2009,1930,1940,8,3,2010,395192,L,1
2007,1508,2520,10,3,2009,409900,L,2
1940,735,1034,5,1,2007,109000,S,67
1975,855,1456,7,2,2008,143000,L,33
2005,768,1536,6,2,2007,176000,L,2
1996,1504,1504,6,2,2009,203000,L,13
1941,768,1376,6,1,2007,105000,S,66
1962,1057,1057,6,2,2007,132000,L,45
2000,982,1889,9,2,2006,215000,L,6
2005,1398,2798,11,3,2006,457347,L,1
2005,1498,1498,7,3,2009,237000,L,4
1954,1367,1375,5,2,2006,140000,L,52
2004,1594,1646,5,2,2008,275000,L,4
1984,1060,1126,5,2,2008,152000,L,24
1915,756,1717,7,3,2006,140000,L,91
1914,676,1264,6,2,2008,147500,L,94
1977,675,1388,6,1,2006,157500,S,29
1997,824,1786,7,2,2007,204750,L,10
1928,672,2009,8,3,2006,235000,L,78
1925,976,1608,7,1,2009,137450,S,84
1949,768,1716,8,1,2009,131000,S,60
1910,972,1944,12,2,2009,103500,L,99
1962,988,988,6,2,2006,129500,L,44
1905,738,1376,7,1,2006,96900,S,101
1985,1216,2432,10,2,2010,159000,L,25
2004,848,848,3,2,2006,155900,L,2
1921,616,616,4,1,2006,89000,S,85
1995,1077,2814,9,2,2008,260000,L,13
2005,784,1611,6,2,2006,195800,L,1
2007,894,1933,9,3,2008,214000,L,1
1952,924,924,6,1,2007,112500,S,55
1963,1380,1380,6,1,2009,154000,S,46
1972,1138,1181,6,2,2008,137500,L,36
1976,1142,1142,6,2,2007,134000,L,31
1948,896,2008,8,1,2006,225000,S,58
1983,1084,1080,5,2,2007,134000,L,24
2004,1073,1073,4,1,2006,157000,S,2
1975,864,864,4,0,2008,99600,S,33
1960,1105,2274,12,2,2010,154300,L,50
1953,1036,1036,5,1,2008,112900,S,55
1920,973,2350,10,2,2008,130000,L,88
1951,806,1422,7,1,2006,137500,S,55
1961,1144,1144,6,2,2008,139950,L,47
1906,756,1469,7,1,2008,135000,S,102
1910,576,1140,7,0,2010,96500,S,100
2002,408,1419,7,2,2009,184100,L,7
1971,1803,2365,7,2,2009,315000,L,38
2005,1848,2728,10,3,2006,437154,L,1
2006,616,1412,6,2,2007,156932,L,1
1953,1057,1057,5,1,2010,109000,S,57
1993,1337,1337,5,2,2008,180000,L,15
1956,1144,1144,6,1,2010,129000,S,54
1946,666,666,4,0,2007,64500,S,61
1950,1113,1113,5,1,2009,147000,S,59
2002,1128,2290,9,2,2008,255900,L,6
2008,1104,2184,10,3,2009,335000,L,1
1942,799,1150,6,1,2006,128000,S,64
2003,2846,2696,10,3,2010,500000,L,7
1967,1141,1141,6,1,2006,158000,S,39
1910,396,1330,7,1,2006,116500,S,96
2006,1905,1905,8,3,2007,320000,L,1
1976,1142,2715,11,2,2008,299800,L,32
2000,1501,1659,5,2,2009,278000,L,9
1960,1248,1248,6,1,2006,151500,S,46
1968,1196,1196,6,1,2010,144000,S,42
1949,0,1040,6,2,2006,87500,L,57
1998,1284,2450,7,3,2009,340000,L,11
1940,740,778,4,1,2008,120500,S,68
2006,1199,1220,6,2,2006,194000,L,0
1941,720,803,5,2,2007,87000,L,66
1969,1026,1026,5,2,2009,156000,L,40
1955,1190,1540,7,1,2007,115000,S,52
1954,1383,1383,6,1,2008,165000,S,54
1977,1361,2620,12,2,2007,190000,L,30
2007,1978,1978,7,3,2009,425000,L,2
1968,882,909,5,1,2006,116000,S,38
1993,1338,2520,10,3,2006,310000,L,13
1953,1073,1630,6,2,2007,130000,L,54
1920,840,1374,6,1,2009,105000,S,89
1959,655,1194,6,2,2006,159500,L,47
2004,1436,1436,8,2,2008,210000,L,4
1956,1124,1124,6,1,2006,153000,S,50
1979,0,1513,8,2,2009,113722,L,30
2006,698,1746,6,3,2007,198444,L,1
1939,720,2192,8,1,2008,179500,S,69
1971,981,981,5,2,2007,143250,L,36
1989,1518,1644,5,2,2009,275000,L,20
2004,1618,1618,6,3,2006,252000,L,2
2005,1346,1504,7,2,2009,181000,L,4
1968,1392,1392,5,2,2009,110000,L,41
1958,588,1138,6,1,2007,145000,S,49
2003,1682,1700,7,2,2006,200000,L,3
1965,768,1986,7,2,2009,205000,L,44
1900,686,1836,7,1,2008,103000,S,108
2005,1390,2795,10,3,2006,401179,L,1
2008,1694,1694,7,3,2010,245350,L,2
1880,0,2016,7,2,2009,131000,L,129
1930,672,840,5,0,2007,87000,S,77
2005,1090,1090,5,2,2007,157000,L,2
2006,1689,1689,7,2,2007,231713,L,1
1960,1377,1377,6,1,2007,156500,S,47
2002,707,1414,6,2,2008,176000,L,6
1928,624,720,5,2,2010,105900,L,82
2007,689,1392,5,2,2008,146000,L,1
1920,736,1452,8,0,2009,113000,S,89
1954,825,825,4,1,2008,109500,S,54
1971,1587,1587,7,2,2007,167300,L,36
2006,1342,1342,6,2,2008,234250,L,2
2004,1391,1391,5,2,2008,196000,L,4
1976,264,1304,4,1,2008,115000,S,32
1958,792,792,4,1,2009,99900,S,51
2006,1554,1554,6,2,2007,209500,L,1
1963,1083,1146,6,1,2006,165000,S,43
2003,848,848,4,2,2006,133000,L,3
1914,880,1768,6,2,2006,163000,L,92
1971,525,1092,6,1,2010,88000,S,39
1954,416,1204,6,1,2008,100000,S,54
1987,1501,1501,5,2,2007,244000,L,20
1964,1921,1921,8,2,2006,150000,L,42
1925,1040,1040,5,2,2008,127500,L,83
1975,1176,1193,5,2,2009,158000,L,34
1968,864,864,4,1,2010,137250,S,42
2002,840,1725,6,2,2009,198500,L,7
1942,672,1282,4,1,2007,108500,S,65
1939,992,1465,6,1,2006,131000,S,67
1960,1253,1253,5,1,2008,157000,S,48
1969,1100,1424,7,3,2007,155000,L,38
2006,2140,2140,8,3,2007,360000,L,1
1968,1740,1740,8,2,2008,150000,L,40
1919,764,1824,8,2,2007,180500,L,88
2005,1614,1614,7,3,2006,221500,L,1
2005,547,1072,5,2,2006,142500,L,1
1961,1251,1433,7,2,2006,161000,L,45
1908,504,1252,5,2,2006,127000,L,98
2006,1258,1258,6,3,2007,172500,L,1
1919,818,1636,7,1,2006,167000,S,87
2006,384,1394,7,2,2008,167500,L,2
1966,864,892,5,1,2010,137900,S,44
1963,1144,1144,6,1,2008,124000,S,45
1998,789,1465,7,2,2010,180400,L,12
2005,600,1200,5,2,2008,165000,L,3
2006,1550,1550,5,2,2007,207500,L,1
1967,912,912,5,1,2010,125000,S,43
1924,816,1566,7,2,2006,139000,L,82
1954,1364,1663,6,2,2008,256000,L,54
1947,720,1284,5,1,2009,110000,S,62
1945,686,866,4,0,2007,110500,S,62
1978,1319,1373,5,2,2010,160250,L,32
1959,1902,1902,7,2,2010,335000,L,51
1999,831,1651,7,2,2008,185900,L,9
1978,940,1026,5,2,2008,147000,L,30
1977,902,926,5,1,2009,156450,S,32
2007,1582,1582,7,3,2008,317500,L,1
1957,1179,1364,6,1,2006,132000,S,49
1970,864,864,5,2,2009,120500,L,39
1969,1248,2544,12,3,2009,190000,L,40
2000,982,1892,8,2,2008,226750,L,8
2000,756,1512,4,2,2007,168500,L,7
1975,675,1875,8,2,2006,184500,L,31
1999,1557,1557,5,2,2008,305000,L,9
2001,1568,1568,6,2,2006,221000,L,5
1965,1021,2380,7,2,2007,129000,L,42
1963,1120,1128,6,2,2008,155000,L,45
1976,1047,1083,5,2,2006,172000,L,30
1998,880,1724,8,2,2008,188000,L,10
1949,480,480,4,1,2006,35311,S,57
1969,1096,1096,6,1,2006,138800,S,37
1996,1491,1491,7,2,2007,178000,L,11
1910,504,1464,7,0,2009,129000,S,99
1986,1453,1453,6,2,2006,190000,L,20
1952,948,948,5,2,2007,125000,L,55
1980,561,1229,5,2,2009,137000,L,29
1957,1392,1392,6,2,2008,166000,L,51
1977,1208,1208,6,2,2006,165000,L,29
2005,1169,1190,5,2,2007,173500,L,2
2007,1596,1648,5,2,2009,230000,L,2
1920,793,1802,9,1,2006,200100,S,86
2000,1540,2855,9,3,2006,405000,L,6
1970,925,1422,7,2,2007,155000,L,37
1926,1276,2080,9,1,2009,234000,S,83
1951,1056,1216,7,1,2006,135000,S,55
1988,1157,2062,7,2,2007,277000,L,19
2007,1564,1564,6,3,2008,218836,L,1
1993,1050,1949,8,2,2010,236000,L,17
1959,1246,1246,6,1,2010,154000,S,51
1950,856,1668,6,1,2009,140000,S,59
1946,1598,3086,12,0,2007,200500,S,61
1957,1347,1347,6,2,2010,143000,L,53
1956,301,1145,6,2,2006,127000,L,50
1982,816,816,5,1,2007,124500,S,25
1953,1505,1505,6,2,2009,149500,L,56
1918,1020,1020,5,0,2006,64500,S,88
1978,1224,1891,7,2,2010,212500,L,32
1988,1151,2060,8,2,2007,211000,L,19
2000,1349,1349,6,2,2007,179000,L,7
1938,816,816,3,1,2009,100000,S,71
2005,1336,1336,6,2,2006,198000,L,1
1910,1022,1022,4,1,2009,85000,S,99
1968,1052,1052,5,1,2006,138500,S,38
1971,858,858,4,1,2007,110000,S,36
1965,1625,1625,8,2,2008,140500,L,43
1971,858,858,5,0,2006,88000,S,35
1970,546,1092,5,0,2006,79500,S,36
1997,926,1604,7,2,2008,187500,L,11
